merchant_id,gender,business_size_idx,daily_thrift_freq,cash_out_freq,avg_txn_value,account_age_months,repaid
MERCH_11436,F,0,2,0.82,3525.36,27,0
MERCH_11437,M,0,3,1.85,3352.04,6,1
MERCH_11438,F,0,6,4.24,985.49,7,1
MERCH_11439,M,0,6,3.11,2748.27,26,1
MERCH_11440,M,1,2,0.89,7244.33,13,1
MERCH_11441,F,0,6,4.18,3989.04,33,1
MERCH_11442,M,0,4,3.0,3216.02,33,1
MERCH_11443,F,1,0,0.0,17283.39,9,0
MERCH_11444,M,0,2,1.19,4765.87,15,1
MERCH_11445,F,1,3,1.59,15482.76,5,0
MERCH_11446,M,1,2,1.04,12205.95,29,0
MERCH_11447,M,0,1,0.42,5001.62,7,0
MERCH_11448,M,1,1,0.5,5629.49,31,0
MERCH_11449,M,0,5,4.25,4636.34,34,0
MERCH_11450,F,1,3,1.21,7274.02,11,1
MERCH_11451,F,0,2,0.85,697.99,19,1
MERCH_11452,M,0,5,2.35,4591.42,5,1
MERCH_11453,F,1,6,3.79,9041.27,23,0
MERCH_11454,F,2,2,1.17,19319.57,2,0
MERCH_11455,M,2,1,0.5,8173.15,4,0
MERCH_11456,M,1,2,0.92,3924.85,17,1
MERCH_11457,M,0,3,2.75,1605.37,31,1
MERCH_11458,F,0,5,4.51,2126.23,30,1
MERCH_11459,M,0,2,1.65,3079.4,2,1
MERCH_11460,F,0,6,3.23,5050.4,24,0
MERCH_11461,M,0,1,0.58,3032.06,10,0
MERCH_11462,F,2,1,0.77,2897.04,28,1
MERCH_11463,M,0,4,2.24,3107.61,32,1
MERCH_11464,M,0,5,3.46,5601.72,33,1
MERCH_11465,F,0,5,3.79,2770.41,18,1
MERCH_11466,M,1,2,1.37,10385.81,24,0
MERCH_11467,F,1,4,2.51,7088.42,30,0
MERCH_11468,M,1,3,1.77,7041.75,5,0
MERCH_11469,M,0,6,4.97,5184.5,23,1
MERCH_11470,F,1,1,0.81,12979.81,30,0
MERCH_11471,M,0,8,6.26,10703.19,4,1
MERCH_11472,M,2,1,0.61,5248.97,24,0
MERCH_11473,F,1,5,4.13,4374.32,3,0
MERCH_11474,F,0,8,7.41,723.19,15,1
MERCH_11475,M,0,6,4.67,2109.42,1,0
MERCH_11476,M,1,3,1.87,7344.14,10,0
MERCH_11477,M,0,2,1.68,1402.34,26,1
MERCH_11478,M,2,3,2.21,10572.9,12,0
MERCH_11479,F,0,5,4.41,4386.86,1,1
MERCH_11480,M,0,13,10.3,3412.1,2,1
MERCH_11481,F,0,3,2.47,1072.38,11,0
MERCH_11482,F,0,7,5.37,1493.8,12,1
MERCH_11483,F,0,2,0.9,2679.34,28,1
MERCH_11484,F,0,4,2.67,5414.01,33,0
MERCH_11485,F,1,1,0.43,6826.47,3,0
MERCH_11486,F,0,2,1.29,344.78,19,1
MERCH_11487,M,2,0,0.0,6282.57,18,0
MERCH_11488,F,1,1,0.63,7672.64,28,1
MERCH_11489,F,1,0,0.0,20684.56,31,0
MERCH_11490,F,0,3,1.81,340.65,7,1
MERCH_11491,F,0,3,1.31,4409.7,5,0
MERCH_11492,F,0,2,1.66,733.92,19,1
MERCH_11493,F,1,0,0.0,5369.99,13,0
MERCH_11494,F,2,6,5.06,10000.56,28,1
MERCH_11495,M,0,5,2.08,4810.78,2,0
MERCH_11496,F,0,5,2.09,1505.8,6,0
MERCH_11497,F,2,3,2.69,5517.6,15,1
MERCH_11498,F,0,5,2.34,2252.58,28,1
MERCH_11499,M,1,2,1.54,4306.46,25,1
MERCH_11500,F,1,4,3.35,19351.88,32,1
MERCH_11501,F,1,1,0.65,9010.06,30,0
MERCH_11502,F,0,2,1.4,4157.02,24,1
MERCH_11503,F,0,9,4.73,2273.76,18,1
MERCH_11504,F,1,1,0.91,6777.24,1,1
MERCH_11505,F,2,2,1.13,15325.34,3,0
MERCH_11506,F,0,4,2.08,2539.3,7,1
MERCH_11507,F,0,4,2.76,3709.65,33,0
MERCH_11508,F,1,1,0.5,5828.99,21,0
MERCH_11509,M,2,0,0.0,4616.57,14,1
MERCH_11510,M,1,0,0.0,8751.82,3,0
MERCH_11511,M,2,1,0.48,3913.42,25,0
MERCH_11512,M,0,4,1.75,618.73,33,1
MERCH_11513,F,0,10,4.75,1954.76,13,1
MERCH_11514,F,1,2,0.95,22369.69,33,0
MERCH_11515,F,1,2,1.14,10876.37,29,0
MERCH_11516,F,0,1,0.86,1716.62,19,1
MERCH_11517,M,0,4,1.73,3731.37,26,1
MERCH_11518,F,1,0,0.0,16837.11,9,0
MERCH_11519,M,0,6,3.4,1418.14,30,1
MERCH_11520,F,0,5,3.52,3726.94,22,0
MERCH_11521,M,1,2,1.64,5748.14,4,1
MERCH_11522,F,1,2,1.81,18110.18,7,1
MERCH_11523,F,1,0,0.0,5092.85,18,0
MERCH_11524,F,0,3,1.37,1867.86,6,1
MERCH_11525,F,1,0,0.0,10358.26,29,0
MERCH_11526,F,1,2,1.12,3781.23,5,1
MERCH_11527,F,1,1,0.83,3578.31,6,1
MERCH_11528,M,1,1,0.78,17611.39,34,0
MERCH_11529,F,0,4,2.06,5117.52,34,0
MERCH_11530,F,0,3,2.58,4251.78,1,0
MERCH_11531,F,0,2,1.75,1508.26,18,1
MERCH_11532,M,0,5,4.43,2612.94,27,1
MERCH_11533,F,1,1,0.55,8590.49,10,1
MERCH_11534,F,1,3,1.42,21475.46,2,0
MERCH_11535,F,1,1,0.46,7373.87,19,0
MERCH_11536,F,1,1,0.62,4189.61,27,1
MERCH_11537,M,0,4,2.54,3996.29,22,1
MERCH_11538,F,0,5,4.39,2910.87,10,1
MERCH_11539,F,0,6,3.28,4364.78,27,1
MERCH_11540,M,0,4,2.98,6369.22,12,0
MERCH_11541,F,0,5,4.17,6628.42,15,0
MERCH_11542,F,1,1,0.55,4979.06,1,1
MERCH_11543,F,2,2,1.09,5861.81,24,0
MERCH_11544,M,0,3,2.3,260.58,6,1
MERCH_11545,F,0,5,4.0,1378.47,29,1
MERCH_11546,M,1,1,0.93,7235.01,6,0
MERCH_11547,F,0,3,2.6,5956.28,15,0
MERCH_11548,F,1,3,2.56,7039.29,8,0
MERCH_11549,F,1,2,1.56,14439.51,29,0
MERCH_11550,M,2,1,0.47,4734.35,2,0
MERCH_11551,F,0,8,6.76,1005.6,11,1
MERCH_11552,M,1,3,2.74,7677.55,9,0
MERCH_11553,M,0,5,3.07,3166.11,16,1
MERCH_11554,F,1,1,0.57,4198.58,24,0
MERCH_11555,F,0,1,0.69,873.61,34,1
MERCH_11556,F,0,3,2.78,1722.12,24,1
MERCH_11557,F,1,1,0.43,11907.73,25,0
MERCH_11558,M,1,1,0.79,7659.97,33,1
MERCH_11559,M,1,5,4.24,3478.56,17,1
MERCH_11560,F,1,5,4.17,3931.1,7,1
MERCH_11561,F,1,2,1.42,12870.64,27,0
MERCH_11562,M,0,3,2.72,2214.36,19,1
MERCH_11563,F,1,2,0.95,2027.22,15,1
MERCH_11564,M,1,2,1.07,16541.11,6,1
MERCH_11565,F,2,0,0.0,2159.99,5,1
MERCH_11566,M,2,2,0.81,14992.24,5,0
MERCH_11567,F,0,1,0.6,1612.78,2,1
MERCH_11568,F,1,4,1.95,3301.72,18,0
MERCH_11569,F,0,3,2.4,2828.43,32,1
MERCH_11570,F,0,12,7.54,2108.13,29,1
MERCH_11571,F,1,2,1.57,5099.21,20,0
MERCH_11572,M,0,4,2.25,2943.09,19,1
MERCH_11573,M,1,2,0.95,2455.61,16,1
MERCH_11574,F,0,2,0.95,2707.23,11,0
MERCH_11575,F,0,5,2.56,2852.7,28,1
MERCH_11576,F,1,3,1.39,4808.04,22,0
MERCH_11577,F,1,1,0.52,165.74,27,1
MERCH_11578,F,2,1,0.72,6554.66,17,1
MERCH_11579,F,1,0,0.0,6402.24,8,0
MERCH_11580,F,1,2,1.18,5898.67,8,0
MERCH_11581,F,0,4,1.72,475.62,23,1
MERCH_11582,F,0,4,3.56,2728.83,32,1
MERCH_11583,F,0,4,1.9,4618.89,15,1
MERCH_11584,M,1,1,0.59,6111.12,27,1
MERCH_11585,F,1,2,1.22,2483.22,4,0
MERCH_11586,M,0,6,4.95,3410.71,32,1
MERCH_11587,F,1,4,2.66,19377.38,10,0
MERCH_11588,F,1,1,0.61,3461.56,28,0
MERCH_11589,M,0,6,4.7,1190.33,32,1
MERCH_11590,M,0,3,2.19,5614.53,32,1
MERCH_11591,M,1,0,0.0,6543.13,15,1
MERCH_11592,F,1,3,1.72,1306.59,6,1
MERCH_11593,F,2,3,2.81,23424.91,9,1
MERCH_11594,M,0,3,2.0,160.4,30,1
MERCH_11595,F,2,5,3.17,1091.41,16,1
MERCH_11596,F,0,2,0.96,892.1,25,0
MERCH_11597,F,0,5,4.31,4068.79,10,1
MERCH_11598,F,2,1,0.47,12947.09,30,0
MERCH_11599,M,0,2,0.92,705.43,9,1
MERCH_11600,F,1,1,0.64,3684.83,7,1
MERCH_11601,F,0,5,3.2,3087.18,12,1
MERCH_11602,F,1,4,3.76,19195.97,17,1
MERCH_11603,F,2,2,0.94,418.94,25,1
MERCH_11604,F,0,5,3.33,387.77,7,0
MERCH_11605,F,1,2,1.02,4824.79,19,1
MERCH_11606,F,0,6,4.72,586.5,17,1
MERCH_11607,M,1,0,0.0,16174.4,32,0
MERCH_11608,F,0,6,4.54,2314.26,23,1
MERCH_11609,F,0,3,1.76,5066.73,32,1
MERCH_11610,M,0,3,2.13,3114.82,26,1
MERCH_11611,M,0,5,3.29,3970.21,8,0
MERCH_11612,F,2,3,1.82,4153.14,22,0
MERCH_11613,F,0,2,1.39,321.86,8,1
MERCH_11614,F,0,4,2.44,2089.86,5,1
MERCH_11615,M,0,4,3.37,4643.3,12,0
MERCH_11616,M,0,6,4.03,7660.66,27,1
MERCH_11617,M,1,2,1.79,5930.7,20,1
MERCH_11618,F,2,3,1.57,12265.69,11,1
MERCH_11619,M,0,5,2.31,1361.94,2,1
MERCH_11620,F,2,3,1.83,5196.84,10,1
MERCH_11621,F,1,2,1.0,6836.63,7,0
MERCH_11622,F,0,7,4.31,6750.59,12,1
MERCH_11623,M,1,5,2.57,11951.03,16,0
MERCH_11624,F,1,2,1.76,10756.03,31,0
MERCH_11625,M,1,1,0.71,19527.56,27,0
MERCH_11626,F,2,2,1.35,3670.4,32,1
MERCH_11627,F,0,10,8.33,1960.6,27,1
MERCH_11628,F,2,1,0.47,10816.62,25,1
MERCH_11629,F,1,5,4.36,4580.32,5,1
MERCH_11630,M,0,9,5.99,1886.34,4,1
MERCH_11631,F,1,2,0.95,8725.6,15,1
MERCH_11632,M,0,1,0.85,2348.09,13,0
MERCH_11633,M,2,1,0.65,2818.1,33,1
MERCH_11634,M,1,2,1.47,4039.1,5,0
MERCH_11635,F,0,6,5.35,930.21,6,1
MERCH_11636,F,0,5,4.45,4080.44,25,1
MERCH_11637,F,1,0,0.0,3918.41,25,1
MERCH_11638,M,0,9,5.66,3618.27,10,1
MERCH_11639,M,0,2,1.62,2725.48,12,0
MERCH_11640,F,0,6,3.17,2389.82,3,1
MERCH_11641,M,0,1,0.86,784.23,29,1
MERCH_11642,F,0,2,1.18,2702.22,29,1
MERCH_11643,F,0,9,5.9,3357.47,24,1
MERCH_11644,F,0,4,3.56,4100.73,24,1
MERCH_11645,M,1,1,0.84,2758.64,25,1
MERCH_11646,F,1,1,0.92,6046.32,5,0
MERCH_11647,M,0,3,1.8,4856.17,11,0
MERCH_11648,M,0,3,1.45,4503.32,22,1
MERCH_11649,M,1,1,0.9,6840.05,15,0
MERCH_11650,F,0,1,0.67,760.39,9,1
MERCH_11651,F,0,6,5.34,4260.42,6,1
MERCH_11652,F,0,8,6.42,2431.23,26,1
MERCH_11653,F,1,4,3.52,3311.72,6,0
MERCH_11654,F,1,0,0.0,6212.02,32,1
MERCH_11655,M,1,3,2.54,2341.51,20,1
MERCH_11656,F,1,5,2.33,12726.35,35,1
MERCH_11657,F,1,1,0.93,1359.87,3,0
MERCH_11658,F,0,9,4.5,5089.27,18,1
MERCH_11659,F,1,3,1.24,8934.95,35,1
MERCH_11660,F,0,4,2.77,793.59,10,1
MERCH_11661,F,1,1,0.79,5763.61,30,1
MERCH_11662,M,1,1,0.79,5266.31,26,1
MERCH_11663,F,1,1,0.59,3528.52,30,0
MERCH_11664,M,0,9,7.33,2773.86,31,1
MERCH_11665,M,0,6,5.18,6575.56,4,1
MERCH_11666,F,1,2,1.47,3818.21,24,1
MERCH_11667,M,1,7,4.29,7744.88,1,0
MERCH_11668,F,2,3,2.21,7373.96,26,1
MERCH_11669,M,0,4,3.5,2752.47,29,1
MERCH_11670,F,1,2,1.79,536.2,9,1
MERCH_11671,M,1,1,0.42,16009.2,32,1
MERCH_11672,M,2,0,0.0,31195.95,18,0
MERCH_11673,M,1,0,0.0,7255.57,24,1
MERCH_11674,M,1,1,0.67,12082.66,18,1
MERCH_11675,F,1,2,1.28,9807.17,8,0
MERCH_11676,F,1,1,0.7,2698.2,11,0
MERCH_11677,F,2,2,1.55,6830.02,35,1
MERCH_11678,F,0,5,3.01,1361.85,24,1
MERCH_11679,M,0,0,0.0,2107.32,13,1
MERCH_11680,F,2,2,1.23,7551.08,31,1
MERCH_11681,M,1,3,1.21,7964.85,30,0
MERCH_11682,F,1,1,0.86,3795.2,29,0
MERCH_11683,M,0,4,2.44,2662.33,6,1
MERCH_11684,F,0,4,2.97,2169.39,3,1
MERCH_11685,M,1,2,1.16,15166.38,28,0
MERCH_11686,M,1,1,0.74,11687.01,10,0
MERCH_11687,F,0,6,4.18,4441.44,34,1
MERCH_11688,F,0,8,4.12,4667.33,1,1
MERCH_11689,M,1,0,0.0,3225.23,12,0
MERCH_11690,F,0,2,0.92,3775.39,32,0
MERCH_11691,F,2,2,1.33,3098.53,11,1
MERCH_11692,F,0,2,1.59,6039.39,1,1
MERCH_11693,F,1,3,2.11,11172.47,6,0
MERCH_11694,F,2,3,2.43,2911.15,27,1
MERCH_11695,F,1,2,1.1,8187.73,15,1
MERCH_11696,F,0,4,1.71,1200.98,10,0
MERCH_11697,F,1,4,1.72,4971.43,24,1
MERCH_11698,M,0,8,4.38,3063.37,8,1
MERCH_11699,F,0,3,1.87,1489.36,17,1
MERCH_11700,M,2,1,0.7,5901.22,24,0
MERCH_11701,F,1,1,0.82,14217.15,13,0
MERCH_11702,F,1,2,1.72,6333.0,9,0
MERCH_11703,F,0,7,5.47,1089.72,6,1
MERCH_11704,F,0,5,3.27,390.63,29,1
MERCH_11705,F,0,3,1.64,3917.84,23,1
MERCH_11706,F,1,1,0.64,11616.74,22,1
MERCH_11707,F,1,3,1.65,8218.64,21,0
MERCH_11708,F,1,1,0.74,28487.29,17,0
MERCH_11709,M,1,2,1.7,5697.22,34,1
MERCH_11710,F,0,1,0.69,5110.31,26,0
MERCH_11711,F,0,4,1.7,1365.94,25,1
MERCH_11712,M,0,2,1.83,4074.09,3,0
MERCH_11713,F,0,3,1.69,942.71,3,0
MERCH_11714,F,0,1,0.9,4012.28,14,1
MERCH_11715,M,2,1,0.85,5919.31,10,0
MERCH_11716,F,0,1,0.63,3454.69,2,1
MERCH_11717,M,2,4,1.72,8469.21,7,0
MERCH_11718,M,0,3,2.76,3827.71,14,0
MERCH_11719,F,2,3,2.29,1062.91,17,1
MERCH_11720,F,1,1,0.54,6468.64,10,1
MERCH_11721,F,2,3,2.08,14715.53,35,1
MERCH_11722,F,0,4,3.0,5378.45,27,1
MERCH_11723,F,1,0,0.0,10029.24,3,0
MERCH_11724,M,2,1,0.45,15097.7,25,0
MERCH_11725,F,0,3,1.64,2079.63,7,0
MERCH_11726,F,0,6,2.56,1420.18,13,1
MERCH_11727,M,0,5,2.19,2581.05,25,1
MERCH_11728,M,2,1,0.49,8561.44,29,0
MERCH_11729,F,1,1,0.49,9605.13,19,0
MERCH_11730,F,1,0,0.0,7287.79,22,0
MERCH_11731,F,0,3,2.75,2458.9,2,1
MERCH_11732,F,0,4,2.87,4182.62,22,1
MERCH_11733,F,1,3,1.9,3532.13,35,0
MERCH_11734,F,0,7,4.97,2824.03,34,1
MERCH_11735,M,1,1,0.4,10041.58,5,0
MERCH_11736,F,2,1,0.89,4489.46,27,1
MERCH_11737,F,0,3,2.08,1941.36,18,1
MERCH_11738,F,1,2,1.3,20151.82,3,1
MERCH_11739,F,0,4,3.67,2725.87,21,1
MERCH_11740,M,1,0,0.0,34134.84,24,0
MERCH_11741,M,0,6,3.51,2577.88,26,1
MERCH_11742,M,1,1,0.91,13011.6,20,0
MERCH_11743,F,0,3,2.61,628.6,13,1
MERCH_11744,F,0,1,0.92,351.66,6,0
MERCH_11745,F,1,6,2.72,3125.57,26,1
MERCH_11746,F,0,4,3.7,4718.53,30,1
MERCH_11747,F,1,2,1.4,5919.92,14,1
MERCH_11748,M,0,7,5.39,599.72,30,1
MERCH_11749,F,1,2,1.03,7623.18,15,1
MERCH_11750,F,0,4,1.91,4407.82,19,0
MERCH_11751,F,1,2,0.89,3461.39,11,0
MERCH_11752,F,0,2,1.26,4597.24,20,0
MERCH_11753,F,0,5,2.61,780.97,25,1
MERCH_11754,M,0,1,0.44,4327.23,30,0
MERCH_11755,M,1,0,0.0,4243.8,23,0
MERCH_11756,M,0,5,4.02,5681.94,17,1
MERCH_11757,F,2,2,1.37,19344.66,1,0
MERCH_11758,F,2,3,2.43,9693.73,14,0
MERCH_11759,F,0,10,7.36,1503.62,18,1
MERCH_11760,F,1,3,1.49,35414.84,16,0
MERCH_11761,M,0,3,2.25,1321.8,10,1
MERCH_11762,F,0,2,1.55,7042.32,9,0
MERCH_11763,F,1,4,2.12,26316.78,14,1
MERCH_11764,F,1,1,0.58,9973.31,2,0
MERCH_11765,F,1,2,1.22,2825.85,21,0
MERCH_11766,M,0,4,2.93,3122.42,2,1
MERCH_11767,F,0,5,2.35,9676.3,6,1
MERCH_11768,F,0,3,2.43,1494.82,11,1
MERCH_11769,F,1,2,1.18,6925.47,3,0
MERCH_11770,F,1,2,1.56,790.09,11,1
MERCH_11771,M,1,2,1.83,6956.08,4,1
MERCH_11772,M,0,3,2.64,3945.46,15,1
MERCH_11773,M,0,7,5.64,1061.03,26,1
MERCH_11774,M,0,4,2.03,6856.68,15,1
MERCH_11775,F,0,2,1.61,686.63,22,0
MERCH_11776,M,0,2,1.5,1515.31,10,0
MERCH_11777,F,1,2,1.65,18047.95,20,0
MERCH_11778,F,2,2,1.76,6535.51,32,1
MERCH_11779,M,1,5,2.86,23619.91,9,1
MERCH_11780,F,0,5,3.77,398.19,31,0
MERCH_11781,M,0,8,4.41,1848.44,31,1
MERCH_11782,F,2,7,4.13,9559.32,28,1
MERCH_11783,F,0,7,4.8,9442.25,11,0
MERCH_11784,M,2,2,1.28,8265.25,4,0
MERCH_11785,M,0,5,3.65,3731.01,14,0
MERCH_11786,F,0,3,2.45,2438.43,29,1
MERCH_11787,F,2,6,4.4,6744.86,28,0
MERCH_11788,F,0,2,1.87,1496.85,25,1
MERCH_11789,F,1,1,0.81,10200.64,23,1
MERCH_11790,F,1,1,0.94,5962.91,33,1
MERCH_11791,M,0,11,8.9,3886.63,30,1
MERCH_11792,F,0,4,2.72,2720.69,9,1
MERCH_11793,M,1,2,1.25,5470.91,25,1
MERCH_11794,F,1,0,0.0,20758.57,18,0
MERCH_11795,F,0,5,3.89,1374.72,7,1
MERCH_11796,M,2,1,0.77,4664.73,24,1
MERCH_11797,F,0,4,3.19,224.96,21,1
MERCH_11798,F,0,4,3.52,2068.8,35,1
MERCH_11799,F,0,2,1.05,6558.8,11,1
MERCH_11800,M,0,8,5.69,6675.93,2,1
MERCH_11801,M,0,8,5.85,1687.84,15,1
MERCH_11802,F,2,1,0.56,10968.41,15,0
MERCH_11803,F,0,8,7.55,4253.19,5,1
MERCH_11804,F,0,4,3.33,639.57,16,0
MERCH_11805,M,0,4,2.31,5522.91,21,0
MERCH_11806,M,1,2,1.19,2295.71,9,1
MERCH_11807,F,2,1,0.8,5384.87,7,0
MERCH_11808,F,0,6,2.44,964.95,27,1
MERCH_11809,F,0,2,1.31,3169.25,17,0
MERCH_11810,M,0,4,2.35,1239.45,2,1
MERCH_11811,M,0,5,4.35,1500.1,26,1
MERCH_11812,F,0,5,4.18,4803.3,8,1
MERCH_11813,F,0,4,2.33,1659.02,16,0
MERCH_11814,F,0,4,3.5,2468.12,20,1
MERCH_11815,M,1,1,0.9,2261.25,32,1
MERCH_11816,F,0,1,0.7,530.17,32,1
MERCH_11817,M,2,1,0.49,8540.33,35,1
MERCH_11818,F,2,3,2.47,4803.29,15,0
MERCH_11819,F,1,3,1.73,23112.3,32,0
MERCH_11820,F,0,4,2.76,10083.01,30,1
MERCH_11821,F,0,2,0.85,824.68,19,1
MERCH_11822,F,0,1,0.68,552.78,24,1
MERCH_11823,M,1,2,1.22,23449.38,2,0
MERCH_11824,F,0,4,3.11,3471.26,21,1
MERCH_11825,F,2,2,0.84,8380.91,16,1
MERCH_11826,F,2,4,2.97,1867.97,2,0
MERCH_11827,M,0,6,4.95,9575.79,16,1
MERCH_11828,M,1,2,0.81,3584.99,29,1
MERCH_11829,F,0,1,0.81,4363.19,7,0
MERCH_11830,M,0,11,5.19,4202.34,15,1
MERCH_11831,F,0,5,3.92,497.67,23,1
MERCH_11832,F,0,7,4.55,1405.67,5,1
MERCH_11833,M,2,2,1.41,2029.15,1,1
MERCH_11834,M,0,4,2.34,291.42,5,1
MERCH_11835,M,0,3,1.61,2067.75,13,1
MERCH_11836,F,1,2,0.88,2309.49,26,1
MERCH_11837,F,1,4,3.5,3599.86,13,1
MERCH_11838,M,0,5,3.68,602.41,32,1
MERCH_11839,F,2,2,1.88,5577.86,29,1
MERCH_11840,F,1,0,0.0,22974.54,18,0
MERCH_11841,F,0,2,1.76,3121.44,2,1
MERCH_11842,F,0,4,2.92,1564.02,27,1
MERCH_11843,F,0,7,3.11,2325.27,3,1
MERCH_11844,M,1,1,0.9,8852.0,30,0
MERCH_11845,F,1,3,1.39,8959.52,10,1
MERCH_11846,F,1,0,0.0,5760.34,9,0
MERCH_11847,F,0,7,6.1,1328.53,3,1
MERCH_11848,M,0,2,1.32,4341.84,22,1
MERCH_11849,F,0,5,2.46,880.57,11,0
MERCH_11850,F,0,8,4.84,4391.09,6,1
MERCH_11851,M,1,0,0.0,5082.1,5,0
MERCH_11852,M,1,0,0.0,16675.65,30,0
MERCH_11853,M,0,4,3.16,1004.99,14,1
MERCH_11854,M,0,6,5.33,985.4,2,1
MERCH_11855,F,0,5,2.12,2539.6,33,1
MERCH_11856,M,0,4,2.21,1186.74,8,0
MERCH_11857,F,0,2,1.21,7868.96,10,0
MERCH_11858,M,0,4,1.63,1363.97,21,1
MERCH_11859,M,0,5,3.04,1089.27,19,1
MERCH_11860,M,0,4,1.8,3371.25,35,1
MERCH_11861,M,0,6,4.11,182.22,18,1
MERCH_11862,F,0,0,0.0,8214.01,7,0
MERCH_11863,F,1,2,1.1,11561.43,13,0
MERCH_11864,M,0,2,1.75,2966.45,12,1
MERCH_11865,M,2,5,2.59,3751.39,24,1
MERCH_11866,F,0,3,1.31,2176.25,18,1
MERCH_11867,F,0,5,2.69,1403.01,12,1
MERCH_11868,F,0,5,4.28,1650.86,3,1
MERCH_11869,M,0,1,0.72,4663.31,25,1
MERCH_11870,M,1,2,1.44,9599.32,35,1
MERCH_11871,F,0,6,2.4,1794.26,16,1
MERCH_11872,F,2,3,1.98,1354.38,13,1
MERCH_11873,M,2,1,0.55,31366.71,24,0
MERCH_11874,M,1,2,1.17,14071.22,12,0
MERCH_11875,F,1,1,0.73,4096.03,2,0
MERCH_11876,F,1,1,0.88,8347.67,26,1
MERCH_11877,F,0,3,1.5,1096.01,10,1
MERCH_11878,F,1,1,0.82,3970.2,19,1
MERCH_11879,F,0,4,1.71,1233.49,22,1
MERCH_11880,M,0,3,1.74,2633.35,24,1
MERCH_11881,M,0,5,2.6,1252.01,26,1
MERCH_11882,F,1,3,2.71,7637.82,5,1
MERCH_11883,M,2,2,1.0,18186.38,16,0
MERCH_11884,F,0,8,5.75,832.75,34,1
MERCH_11885,F,1,3,1.47,2512.71,28,1
MERCH_11886,F,0,7,4.62,7003.16,12,1
MERCH_11887,F,0,2,1.25,3921.98,21,1
MERCH_11888,M,0,4,1.69,2419.55,32,1
MERCH_11889,M,0,6,5.13,582.94,25,1
MERCH_11890,F,0,3,2.49,472.27,14,0
MERCH_11891,F,1,2,1.11,3234.05,35,0
MERCH_11892,M,1,0,0.0,8075.64,9,0
MERCH_11893,F,0,5,3.0,4953.86,30,1
MERCH_11894,F,0,7,5.76,2630.76,29,1
MERCH_11895,M,1,2,1.56,8278.05,31,0
MERCH_11896,F,1,2,0.9,16219.56,14,0
MERCH_11897,F,0,6,5.19,3351.52,17,0
MERCH_11898,F,0,6,2.99,1522.71,25,1
MERCH_11899,M,2,3,1.49,6891.18,27,1
MERCH_11900,F,1,1,0.8,15156.44,18,1
MERCH_11901,F,0,7,3.51,2950.99,29,1
MERCH_11902,M,0,6,2.8,7413.12,18,1
MERCH_11903,F,1,2,1.17,3828.09,4,1
MERCH_11904,M,0,1,0.86,917.39,20,1
MERCH_11905,F,2,0,0.0,9367.62,1,0
MERCH_11906,M,0,3,1.76,2581.53,24,1
MERCH_11907,F,1,1,0.56,2490.81,24,1
MERCH_11908,F,0,1,0.6,1418.92,5,0
MERCH_11909,F,0,10,7.93,6099.87,26,1
MERCH_11910,F,2,3,1.87,10378.12,18,0
MERCH_11911,M,0,3,2.45,1507.2,1,1
MERCH_11912,M,1,0,0.0,3129.34,10,0
MERCH_11913,F,0,2,1.2,1796.8,17,1
MERCH_11914,F,0,8,5.1,4863.81,35,1
MERCH_11915,M,0,2,1.57,2511.3,4,0
MERCH_11916,M,1,1,0.69,6784.2,27,1
MERCH_11917,F,0,3,2.63,5036.32,11,1
MERCH_11918,F,0,3,2.74,871.56,3,1
MERCH_11919,F,0,1,0.79,1220.1,28,1
MERCH_11920,M,1,0,0.0,8039.68,11,0
MERCH_11921,F,1,1,0.73,6774.19,3,1
MERCH_11922,F,0,6,2.53,1891.42,3,1
MERCH_11923,F,0,3,2.03,5209.88,25,1
MERCH_11924,M,2,3,1.58,1005.66,12,0
MERCH_11925,F,0,5,2.92,949.03,12,1
MERCH_11926,F,2,4,2.68,11106.87,32,1
MERCH_11927,F,2,2,1.12,4976.65,10,0
MERCH_11928,F,1,3,1.71,29035.76,19,1
MERCH_11929,F,0,5,3.11,5383.32,7,0
MERCH_11930,F,1,1,0.56,5004.83,24,0
MERCH_11931,F,1,2,0.99,10873.51,32,1
MERCH_11932,F,1,3,2.46,10468.92,23,1
MERCH_11933,F,0,6,3.7,6504.48,19,1
MERCH_11934,M,0,3,2.57,1942.5,3,0
MERCH_11935,M,0,6,5.31,1477.21,25,1
MERCH_11936,F,1,3,2.44,9924.61,25,1
MERCH_11937,M,1,1,0.62,5888.65,6,0
MERCH_11938,F,0,7,5.58,3933.93,33,1
MERCH_11939,F,0,5,2.43,6001.4,33,1
MERCH_11940,F,0,4,3.05,1070.74,15,1
MERCH_11941,F,1,1,0.62,4092.06,20,0
MERCH_11942,M,2,1,0.76,16886.14,32,1
MERCH_11943,M,0,5,4.08,2409.43,24,1
MERCH_11944,M,0,3,2.13,2478.6,3,0
MERCH_11945,F,0,2,1.51,4988.58,4,1
MERCH_11946,F,1,4,2.07,6605.62,6,0
MERCH_11947,F,1,1,0.73,13093.77,19,0
MERCH_11948,F,2,2,1.31,3464.31,26,1
MERCH_11949,F,0,2,1.27,1725.5,25,1
MERCH_11950,F,2,1,0.63,20175.5,25,0
MERCH_11951,F,0,4,2.28,2439.7,10,0
MERCH_11952,F,1,2,1.14,3288.63,20,1
MERCH_11953,M,0,2,1.57,1061.63,5,1
